id,nombre,codigo,estrato,id_comuna,created,updated
2234,Ciudadela Comfandi,1703,3,1016,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2235,Ciudad Universitaria,1705,NR,1016,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2236,Caney,1774,4,1016,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2237,Lili,1775,4,1016,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2238,Santa Anita - La Selva,1778,5,1016,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2239,El Ingenio,1780,5,1016,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2240,Mayapan - Las Vegas,1781,5,1016,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2241,Las Quintas de Don Simón,1782,5,1016,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2242,Ciudad Capri,1783,5,1016,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2243,La Hacienda,1784,5,1016,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2244,Los Portales - Nuevo Rey,1785,5,1016,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2245,Cañaverales - Los Samanes,1786,3,1016,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2246,El Limonar,1787,3,1016,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2247,Bosques del Limonar,1788,4,1016,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2248,El Gran Limonar - Cataya,1789,5,1016,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2249,El Gran Limonar,1790,5,1016,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2250,Unicentro Cali,1791,5,1016,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2251,Ciudadela Pasoancho,1793,5,1016,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2252,Prados del Limonar,1794,5,1016,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2253,Urbanización San Joaquin,1796,5,1016,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2254,Buenos Aires,1801,3,1017,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2255,Barrio Caldas,1802,3,1017,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2256,Los Chorros,1803,3,1017,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2257,Meléndez,1804,3,1017,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2258,Los Farallones,1805,3,1017,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2259,Francisco Eladio Ramirez,1807,3,1017,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2260,Prados del Sur,1808,2,1017,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2261,Horizontes,1809,3,1017,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2262,Mario Correa Rengifo,1810,2,1017,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2263,Lourdes,1811,2,1017,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2264,Colinas del Sur,1812,3,1017,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2265,Alférez Real,1813,3,1017,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2266,Nápoles,1814,3,1017,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2267,El Jordán,1815,2,1017,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2268,Cuarteles Napoles,1816,NR,1017,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2269,Sector Alto de Los Chorros,1890,1,1017,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2270,Polvorines,1891,2,1017,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2271,Sector Meléndez,1896,3,1017,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2272,Sector Alto Jordán,1897,1,1017,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2273,Alto Nápoles,1898,1,1017,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2274,El Refugio,1901,4,1018,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2275,La Cascada,1902,5,1018,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2276,El Lido,1903,5,1018,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2277,Urbanización Tequendama,1904,5,1018,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2278,Barrio Eucarístico,1905,4,1018,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2279,San Fernando Nuevo,1906,4,1018,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2280,Urbanización Nueva Granada,1907,4,1018,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2281,Santa Isabel,1908,4,1018,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2282,Bellavista,1909,2,1018,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2283,San Fernando Viejo,1910,5,1018,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2284,Miraflores,1911,4,1018,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2285,3 de Julio,1912,4,1018,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2286,El Cedro,1913,4,1018,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2287,Champagñat,1914,4,1018,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2288,Urbanización Colseguros,1915,4,1018,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2289,Los Cambulos,1916,4,1018,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2290,El Mortiñal,1917,2,1018,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2291,Urbanización Militar,1918,4,1018,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2292,Cuarto de Legua - Guadalupe,1919,5,1018,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2293,Nueva Tequendama,1921,5,1018,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2294,Camino Real - Joaquín Borrero Sinisterra,1922,5,1018,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2295,Camino Real - Los Fundadores,1923,5,1018,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2296,Altos de Santa Isabel -  La Morelia,1981,6,1018,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2297,Santa Barbara,1982,6,1018,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2298,Tejares - Cristales,1983,6,1018,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2299,Unidad Residencial Santiago de Cali,1984,4,1018,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2300,Unidad Residencial El Coliseo,1985,4,1018,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2301,Cañaveralejo - Seguros Patria,1988,5,1018,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2302,Cañaveral,1992,6,1018,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2303,Pampa Linda,1994,5,1018,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2304,Sector Cañaveralejo Guadalupe,1995,5,1018,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2305,U.D. Alberto Galindo -  Plaza de Toros,1999,NR,1018,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2306,El Cortijo,2001,2,1019,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2307,Belisario Caicedo,2002,3,1019,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2308,Siloé,2003,1,1019,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2309,Lleras Camargo,2004,1,1019,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2310,Belén,2005,1,1019,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2311,Brisas de Mayo,2006,1,1019,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2312,Tierra Blanca,2007,1,1019,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2313,Pueblo Joven,2008,1,1019,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2314,Carabineros,2097,1,1019,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2315,Venezuela - Urbanización Cañaveralejo,2098,1,1019,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2316,La Sultana,2099,1,1019,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2317,Pízamos I,2101,1,1020,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2318,Pízamos II,2102,1,1020,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2319,Calimio Desepaz,2103,1,1020,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2320,El Remanso,2104,1,1020,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2321,Los Líderes,2105,1,1020,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2322,Desepaz Invicali,2106,1,1020,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2323,Compartir,2107,1,1020,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2324,Ciudad Talanga,2108,1,1020,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2325,Villamercedes I - Villa Luz - Las Garzas,2194,1,1020,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2326,Pízamos III - Las Dalias,2195,1,1020,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2327,Potrero Grande,2196,1,1020,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2328,Ciudadela del Río,2197,2,1020,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2329,Valle Grande,2198,2,1020,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2330,Planta de Tratamiento,2199,NR,1020,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2331,Urbanización Ciudad Jardín,2201,6,1021,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2332,Parcelaciones Pance,2296,6,1021,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2333,Urbanización Río Lili,2297,6,1021,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2334,Ciudad Campestre,2298,6,1021,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
2335,Club Campestre,2299,6,1021,2023-05-21T13:03:04.887992-05:00,2023-05-21T13:03:04.888298-05:00
